#itemtraits																								
Id	ItemTraitType	TraitContext	IsNegative	Parameters	TooltipIconTag																			
thermal_explosion		FALSE	3	3	FALSE	FALSE	FALSE	20	fire	0	FALSE	0	FALSE	FALSE	0	0	FALSE	TRUE	0.75	70	TRUE	FALSE	Red	FALSE
stun_explosion		TRUE	3	2	FALSE	FALSE	FALSE	0	shock	0	FALSE	0	FALSE	TRUE	1	4	TRUE	FALSE	0	0	FALSE	FALSE	Red	FALSE
heart_explosion		FALSE	0	1	TRUE	FALSE	FALSE	10	blunt	0.1	FALSE	0	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	TRUE	Red	FALSE
frag_low_explosion		TRUE	2	2	TRUE	TRUE	FALSE	90	explosion	0.7	TRUE	0.6	TRUE	FALSE	0	0	FALSE	TRUE	0.03	6	TRUE	FALSE	Red	FALSE
thermal_low_explosion		FALSE	1	2	FALSE	FALSE	FALSE	10	fire	0	FALSE	0	FALSE	FALSE	0	0	FALSE	TRUE	0.7	55	FALSE	FALSE	Red	FALSE
toxic_explosion		FALSE	3	1	FALSE	FALSE	FALSE	10	poison	0	FALSE	0	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	TRUE	Toxic	FALSE
frost_explosion		FALSE	2	2	TRUE	FALSE	FALSE	100	cold	1	FALSE	0	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	TRUE	Water	FALSE
urparp_explosion		TRUE	3	2	TRUE	TRUE	FALSE	75	plasma	0.5	TRUE	0.3	FALSE	FALSE	0	0	FALSE	TRUE	0.4	0	TRUE	FALSE	Red	FALSE
thermal_big_explosion		FALSE	6	1	TRUE	FALSE	FALSE	40	fire	0.2	FALSE	0	FALSE	FALSE	0	0	FALSE	TRUE	0.85	70	TRUE	FALSE	Red	FALSE
nano_explosion		FALSE	2	3	TRUE	TRUE	FALSE	250	plasma	0	FALSE	0	FALSE	FALSE	0	0	FALSE	TRUE	0	0	FALSE	FALSE	Red	TRUE
phase_explosion		TRUE	4	2	TRUE	TRUE	TRUE	150	chaos	0.4	TRUE	0.5	FALSE	FALSE	0	0	FALSE	TRUE	0.05	10	TRUE	FALSE	Red	FALSE
fake_explosion		TRUE	3	1	TRUE	TRUE	FALSE	90	explosion	0.7	TRUE	0.5	FALSE	FALSE	0	0	FALSE	TRUE	0.05	10	TRUE	FALSE	Red	FALSE
orbital_explosion		TRUE	4	1	TRUE	TRUE	FALSE	90	explosion	0.7	TRUE	0.5	FALSE	FALSE	0	0	FALSE	TRUE	0.05	10	TRUE	FALSE	Red	FALSE
knife_explosion		TRUE	1	3	TRUE	TRUE	FALSE	130	pierce	1	TRUE	0	TRUE	FALSE	0	0	FALSE	TRUE	0.06	10	TRUE	FALSE	Red	FALSE
skrivnus_explosion		TRUE	1	2	TRUE	FALSE	FALSE	90	lacer	3	TRUE	1	FALSE	TRUE	1	1	TRUE	FALSE	0	0	FALSE	FALSE	Red	FALSE
hfg_explosion		FALSE	4	2	TRUE	TRUE	FALSE	300	plasma	1	FALSE	0	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	FALSE	Red	TRUE
flak_low_explosion		TRUE	1	2	TRUE	TRUE	FALSE	20	explosion	1.2	TRUE	0	TRUE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	FALSE	Red	FALSE
flak_explosion		TRUE	2	2	TRUE	TRUE	FALSE	40	explosion	1.2	TRUE	0.2	TRUE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	FALSE	Red	FALSE
rocket_basic_explosion		TRUE	3	2	TRUE	TRUE	FALSE	85	explosion	1.2	TRUE	0.75	TRUE	FALSE	0	0	FALSE	TRUE	0.05	10	TRUE	FALSE	Red	FALSE
rocket_fire_explosion		TRUE	3	2	TRUE	TRUE	FALSE	70	fire	0.8	TRUE	0.1	FALSE	FALSE	0	0	FALSE	TRUE	0.65	45	TRUE	FALSE	Red	FALSE
rocket_poison_explosion		TRUE	4	1	TRUE	FALSE	FALSE	65	poison	1.5	FALSE	0	FALSE	FALSE	0	0	FALSE	FALSE	0	0	FALSE	FALSE	Toxic	FALSE
rocket_quasi_explosion		TRUE	2	3	TRUE	FALSE	FALSE	75	chaos	1	FALSE	0	FALSE	FALSE	0	0	FALSE	TRUE	0.25	0	FALSE	FALSE	Red	FALSE
#end																								
																								
#projectiles																								
Id	Speed																							
continues_laser	20																							
continues_mercury	20																							
continues_quasi_laser	20																							
continues_ultimate_ray	20																							
disk	18																							
disruptor	18																							
disruptor_small	20																							
flame_thrower	10																							
frost	16																							
heavy	20																							
hfg	10																							
laser	16																							
lighting	8																							
lighting_small	8																							
melta_beam	8																							
melta_small_beam	8																							
microwave	8																							
nail	20																							
pistol	20																							
plasma	20																							
plasma_charge	14																							
quasi_beam	8																							
quasi_bolt	20																							
quasi_dart	20																							
quasi_laser	20																							
shrapnel	20																							
sound	14																							
tech_frost	16																							
thermal	20																							
toxic	20																							
toxic_thrower	10																							
rocket	10																							
#end																								
																								
#firemodes																								
Id		AmmoPerShot	WeaponCastsCount	RequiredAllAmmoToShot	Accuracy	DamageMult	ScatterAngle	DelayInSecsBetweenShots																
knife_single		0	1	FALSE	0.25	1	0	0																
knife_triple		0	3	FALSE	0.1	0.6	0	0.4																
knife_ammo_single		1	1	FALSE	0.25	1	0	0																
knife_ammo_triple		3	3	FALSE	0.1	0.6	0	0.4																
blunt_single		0	1	FALSE	0.25	1	0	0																
blunt_heavy		0	1	FALSE	0.15	1.5	0	0																
blunt_duble		0	2	FALSE	0.12	0.8	0	0.5																
blunt_breaker		1	4	FALSE	0.15	1	0	0.5																
blunt_ammo_single		1	1	FALSE	0.25	1	0	0																
blunt_ammo_duble		2	2	FALSE	0.15	1	0	0.5																
blunt_ammo_triple		3	3	FALSE	0.1	1	0	0.5																
blunt_ammo_heavy		1	1	FALSE	0.15	1.5	0	0																
axe_single		0	1	FALSE	0.2	1	0	0																
axe_heavy		0	1	FALSE	0.1	1.5	0	0																
sawsword_single		1	1	FALSE	0.2	1	0	0																
sawsword_heavy		1	1	FALSE	0.05	1.5	0	0																
blade_ammo_single		1	1	FALSE	0.25	1	0	0																
blade_ammo_double		2	2	FALSE	0.15	0.9	0	0.5																
blade_single		0	1	FALSE	0.25	1	0	0																
blade_double		0	2	FALSE	0.15	0.9	0	0.5																
nature_armstump_single		0	1	FALSE	0	1	0	0																
nature_fist_single		0	1	FALSE	0.25	1	0	0																
nature_claw_single		0	1	FALSE	0.25	1	0	0																
basic_pistol_single		1	1	FALSE	0.2	1	4	0																
basic_pistol_burst		2	2	FALSE	0.15	1	5	0.06																
basic_pistol_shortauto		3	3	FALSE	0.1	1	6	0.05																
advanced_pistol_single		1	1	FALSE	0.25	1	3	0																
advanced_pistol_burst		2	2	FALSE	0.2	1	4	0.06																
advanced_pistol_shortauto		3	3	FALSE	0.15	1	6	0.05																
basic_smg_single		1	1	FALSE	0.25	1	3	0																
basic_smg_shortauto		3	3	FALSE	0.20	1	4	0.05																
basic_smg_auto		6	6	FALSE	0.15	1	6	0.045																
advanced_smg_single		1	1	FALSE	0.3	1	2.5	0																
advanced_smg_shortauto		4	4	FALSE	0.25	1	3.5	0.05																
advanced_smg_auto		7	7	FALSE	0.2	1	5.5	0.045																
basic_shotgun_single		1	1	FALSE	0.3	1	7	0																
basic_shotgun_burst		3	3	FALSE	0.2	1	8	0.05																
basic_shotgun_auto		4	4	FALSE	0.15	1	9	0.05																
advanced_shotgun_single		1	1	FALSE	0.35	1	6.5	0																
advanced_shotgun_duble		2	2	FALSE	0.3	1	7	0																
advanced_shotgun_burst		3	3	FALSE	0.25	1	7.5	0.05																
advanced_shotgun_auto		6	6	FALSE	0.2	1	3.2	0.025																
basic_rifle_single		1	1	FALSE	0.3	1	2.8	0																
basic_rifle_burst		2	2	FALSE	0.25	1	3.2	0.05																
basic_rifle_shortauto		4	4	FALSE	0.2	1	4	0.05																
basic_rifle_auto		5	5	FALSE	0.15	1	5	0.045																
advanced_rifle_single		1	1	FALSE	0.35	1	2.5	0																
advanced_rifle_burst		2	2	FALSE	0.3	1	3	0.05																
advanced_rifle_shortauto		4	4	FALSE	0.25	1	3.5	0.05																
advanced_rifle_auto		5	5	FALSE	0.2	1	4.5	0.045																
basic_machinegun_shortauto		3	3	FALSE	0.1	1	6	0.05																
basic_machinegun_auto		5	5	FALSE	0.05	1	7	0.045																
basic_machinegun_longauto		8	8	FALSE	-0.2	1	7.2	0.035																
advanced_machinegun_shortauto		3	3	FALSE	0.2	1	5.5	0.05																
advanced_machinegun_auto		5	5	FALSE	0.15	1	6.5	0.045																
advanced_machinegun_longauto		8	8	FALSE	0.1	1	7.5	0.04																
basic_energy_pistol_single		1	1	FALSE	0.25	1	3	0																
basic_energy_pistol_burst		2	2	FALSE	0.2	1.1	4	0.06																
basic_energy_pistol_shortauto		3	3	FALSE	0.15	1.2	5	0.05																
advanced_energy_pistol_single		1	1	FALSE	0.3	1	2	0																
advanced_energy_pistol_burst		2	2	FALSE	0.25	1.1	3	0.06																
advanced_energy_pistol_shortauto		3	3	FALSE	0.2	1.2	4.5	0.05																
basic_energy_smg_single		1	1	FALSE	0.35	1	2.5	0																
basic_energy_smg_shortauto		3	3	FALSE	0.3	1.2	3.5	0.05																
basic_energy_smg_auto		6	6	FALSE	0.25	1.3	5	0.045																
advanced_energy_smg_single		1	1	FALSE	0.4	1	2	0																
advanced_energy_smg_shortauto		4	4	FALSE	0.35	1.2	3	0.05																
advanced_energy_smg_auto		7	7	FALSE	0.3	1.3	4.5	0.045																
basic_energy_shotgun_single		1	1	FALSE	0.35	1	6.5	0																
basic_energy_shotgun_burst		3	3	FALSE	0.3	1.2	7.5	0.05																
basic_energy_shotgun_auto		4	4	FALSE	0.25	1.3	8.5	0.05																
advanced_energy_shotgun_single		1	1	FALSE	0.4	1	6.5	0																
advanced_energy_shotgun_duble		2	2	FALSE	0.35	1.1	7	0																
advanced_energy_shotgun_burst		3	3	FALSE	0.3	1.2	7.5	0.05																
advanced_energy_shotgun_auto		4	4	FALSE	0.25	1.3	8.5	0.05																
basic_energy_rifle_single		1	1	FALSE	0.35	1	2.6	0																
basic_energy_rifle_burst		2	2	FALSE	0.3	1.1	3	0.03																
basic_energy_rifle_shortauto		4	4	FALSE	0.25	1.2	3.8	0.05																
basic_energy_rifle_auto		5	5	FALSE	0.2	1.3	4.8	0.045																
advanced_energy_rifle_single		1	1	FALSE	0.4	1	2.3	0																
advanced_energy_rifle_burst		2	2	FALSE	0.35	1.1	2.8	0.05																
advanced_energy_rifle_shortauto		4	4	FALSE	0.3	1.2	3.3	0.05																
advanced_energy_rifle_auto		5	5	FALSE	0.25	1.3	4.2	0.045																
basic_energy_machinegun_shortauto		5	5	FALSE	0.15	1.1	7.8	0.05																
basic_energy_machinegun_auto		7	7	FALSE	0.1	1.3	6.8	0.045																
basic_energy_machinegun_longauto		8	8	FALSE	0.1	1.5	7.8	0.04																
advanced_energy_machinegun_shortauto		5	5	FALSE	0.2	1.1	5.3	0.05																
advanced_energy_machinegun_auto		7	7	FALSE	0.15	1.3	6.3	0.045																
advanced_energy_machinegun_longauto		8	8	FALSE	0.1	1.5	7.3	0.04																
quasi_pistol_single		1	1	FALSE	0.3	1	2	0																
quasi_pistol_burst		2	2	FALSE	0.25	1	3	0.06																
quasi_rifle_single		1	1	FALSE	0.35	1	2.3	0																
quasi_rifle_shortauto		3	3	FALSE	0.3	1	3.3	0.05																
quasi_rifle_auto		4	4	FALSE	0.25	1	4.2	0.045																
thunder_pistol_single		1	1	FALSE	0.3	1	2	0																
thunder_rifle_single		1	1	FALSE	0.35	1	2.3	0																
thunder_rifle_shortauto		3	3	FALSE	0.3	1	3.3	0.06																
thunder_rifle_auto		5	5	FALSE	0.25	1	4.2	0.05																
toxicthrower_single		10	1	TRUE	1	1	3	0.05																
basic_sawtrower_single		1	1	FALSE	0.2	1	4	0																
advanced_sawtrower_single		1	1	FALSE	0.25	1	3	0																
advanced_sawtrower_burst		2	2	FALSE	0.2	1	4	0.06																
plasma_energy_single		1	1	FALSE	0.35	1	2.3	0																
plasma_energy_burst		2	2	FALSE	0.3	1.1	2.8	0.06																
plasma_energy_shortauto		4	4	FALSE	0.25	1.2	3.3	0.05																
basic_grenade_single		10	1	TRUE	0.2	1	4	0																
energy_hfg_single		40	1	TRUE	1	1	2	0																
tezktlan_spear_auto		7	7	FALSE	0.2	1.3	6.3	0.045																
flamethrower_single		10	1	TRUE	1	1	3	0.05																
triple_stab		0	3	FALSE	-0.2	0.55	0	0.35																
precise_stab		0	1	FALSE	0	1	0	0																
injection_stab		1	1	FALSE	0	1.65	0	0																
power_triple_stab		2	3	FALSE	-0.2	0.75	0	0.35																
double_slash		0	2	FALSE	0	1	0	0.5																
double_stab		0	2	FALSE	0.2	0.75	0	0.5																
strong_slash		0	1	FALSE	0.2	1.6	0	0																
power_double_slash		2	2	FALSE	0	1.4	0	0.45																
power_strong_slash		1	1	FALSE	0.15	1.9	0	0																
strong_smash		0	1	FALSE	0	1	0	0																
double_smash		0	2	FALSE	-0.1	0.5	0	0.45																
power_strong_smash		1	1	FALSE	0	1.4	0	0																
breaker		1	1	FALSE	0	1.4	0	0																
power_double_smash		1	2	FALSE	-0.1	0.7	0	0.45																
strong_chop		0	1	FALSE	0	1	0	0																
double_chop		0	2	FALSE	0.15	0.4	0	0.4																
precise_chop		0	1	FALSE	0.15	0.8	0	0																
natural_punch		0	1	FALSE	0	1	0	0																
natural_claw		0	1	FALSE	0	1	0	0																
hfg_single		40	1	TRUE	1	1	2	0																
disc_single		1	1	FALSE	0.3	1	3	0																
disc_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
disc_burst		3	3	FALSE	0.05	1	4	0.05																
disc_long_burst		4	4	FALSE	0	1	4.4	0.05																
shotgun_single		1	1	FALSE	0.3	1	3	0																
shotgun_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
shotgun_burst		3	3	FALSE	0.05	1	4	0.05																
shotgun_long_burst		4	4	FALSE	0	1	4.4	0.05																
shotgun_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
shotgun_wide		1	1	FALSE	0.35	1	17	0																
shotgun_narrow		1	1	FALSE	0.2	1	1.3	0																
shotgun_unload_2		2	2	FALSE	0.2	1	3.2	0.025																
rifle_single		1	1	FALSE	0.3	1	3	0																
rifle_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
rifle_burst		3	3	FALSE	0.05	1	4	0.05																
rifle_long_burst		4	4	FALSE	0	1	4.4	0.05																
rifle_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
rifle_long_fullauto		6	6	FALSE	-0.15	1	5.6	0.04																
rifle_sustained		8	8	FALSE	-0.2	1	7.2	0.035																
pistol_single		1	1	FALSE	0.3	1	3	0																
pistol_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
pistol_burst		3	3	FALSE	0.05	1	4	0.05																
pistol_long_burst		4	4	FALSE	0	1	4.4	0.05																
pistol_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
pistol_long_fullauto		6	6	FALSE	-0.15	1	5.6	0.04																
quasi_single		1	1	FALSE	0.3	1	3	0																
quasi_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
quasi_burst		3	3	FALSE	0.05	1	4	0.05																
quasi_long_burst		4	4	FALSE	0	1	4.4	0.05																
quasi_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
quasi_long_fullauto		6	6	FALSE	-0.15	1	5.6	0.04																
quasi_sustained		8	8	FALSE	-0.2	1	7.2	0.035																
pulse_single		1	1	FALSE	0.3	1	3	0																
pulse_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
pulse_burst		3	3	FALSE	0.05	1	4	0.05																
pulse_long_burst		4	4	FALSE	0	1	4.4	0.05																
pulse_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
beam_single		1	1	FALSE	0.25	1	3	0																
beam_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
beam_burst		3	3	FALSE	0.05	1	4	0.05																
beam_long_burst		4	4	FALSE	0	1	4.4	0.05																
beam_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
beam_sustained		8	8	FALSE	-0.2	1	7.2	0.035																
beam_unload_3		3	3	FALSE	0.2	1	3.2	0.025																
beam_unload_4		4	4	FALSE	0.2	1	3.2	0.025																
beam_power_single		4	1	FALSE	0.3	1.8	3.3	0																
beam_power_semiauto		3	1	FALSE	0.3	1.8	3.3	0																
plasma_single		1	1	FALSE	0.3	1	3	0																
plasma_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
plasma_burst		3	3	FALSE	0.05	1	4	0.05																
plasma_long_burst		4	4	FALSE	0	1	4.4	0.05																
plasma_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
plasma_long_fullauto		6	6	FALSE	-0.15	1	5.6	0.04																
plasma_sustained		8	8	FALSE	-0.2	1	7.2	0.035																
lightning_single		1	1	FALSE	0.3	1	3	0																
lightning_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
lightning_long_burst		4	4	FALSE	0.05	1	4.4	0.05																
lightning_sustained		8	8	FALSE	-0.2	1	7.2	0.035																
launcher_single		1	1	FALSE	0.2	1	4	0																
gun_single		1	1	FALSE	0.25	1	3	0																
gun_semiauto		2	2	FALSE	0.15	1	3.5	0.06																
gun_burst		3	3	FALSE	0.05	1	4	0.05																
gun_long_burst		4	4	FALSE	0.05	1	4.4	0.05																
gun_fullauto		5	5	FALSE	-0.1	1	4.8	0.045																
gun_long_fullauto		6	6	FALSE	-0.1	1	5.6	0.04																
gun_sustained		8	8	FALSE	-0.2	1	7.2	0.035																
gun_unload_2		2	2	FALSE	0.2	1	3.2	0.025																
gun_unload_3		3	3	FALSE	0.2	1	3.2	0.025																
gun_unload_4		4	4	FALSE	0.2	1	3.2	0.025																
gun_choke_wide		1	1	FALSE	0.25	1	6	0																
gun_choke_narrow		1	1	FALSE	0.25	1	1	0																
gun_pen		3	1	FALSE	0.3	1.6	1	0																
gun_pen_burst		6	2	FALSE	0.2	1.6	1.2	0.08																
heavy_single		1	1	FALSE	0.25	1	3	0																
#end																								
																								
#itemtransformation																								
Id		OutputItems																						
common_knife_1		pierce_parts 2 plastic 1																						
military_knife_1		pierce_parts 2 metal_tread 1 rubber 1																						
miner_knife_1		broken_weapon 2 pierce_parts 1																						
trash_knife_1		glass 2																						
mercury_sickle_1		mercury_glass 2 mercury_rags 1																						
trash_blade_1		pierce_parts 2 rusty_plates 1 plastic 1																						
tech_blade_1		pierce_parts 2 metal_tread 1 rubber 1 plastic 1																						
moon_blade_1		moon_weapon_parts 2 moon_armor_plates 1 quasi_bolts_ammo 1																						
trash_club_1		coarse_parts 2 rod_parts 1 broken_weapon 1 sawblade_ammo 1																						
police_club_1		blunt_parts 2 rod_parts 1 plastic 1																						
venus_club_1		venus_weapon_parts 1 venus_armor_plates 1																						
human_hand		human_wrist 1 human_skin 1 human_meat 1																						
human_leg		human_feet 1 human_skin 1 human_meat 1																						
trash_pipe_1		blunt_parts 2																						
trash_fist_1		rusty_plates 2																						
miner_breaker_1		blunt_parts 2 rod_parts 1 coarse_parts 1																						
worker_crowbar_1		blunt_parts 2 rod_parts 1																						
worker_wrench_1		blunt_parts 2 coarse_parts 1																						
fra_police_club_1		blunt_parts 2 rod_parts 1 bulb 1																						
civ_powerfist_1		blunt_parts 2 plastic 1 coarse_parts 1																						
moon_mace_1		moon_weapon_parts 2 moon_armor_plates 1 quasi_bolts_ammo 1																						
common_axe_1		pierce_parts 2 blunt_parts 1 rubber 1																						
prison_axe_1		rusty_plates 2 pierce_parts 1 rod_parts 1																						
military_axe_1		pierce_parts 2 blunt_parts 1 armor_plates 1																						
military_shovel_1		rusty_plates 2 pierce_parts 1 rod_parts 1																						
trash_axe_1		pierce_parts 2 rod_parts 1 rubber 1																						
venus_poleaxe_1		venus_weapon_parts 2 venus_armor_plates 1																						
trash_sawblade_1		coarse_parts 2 pierce_parts 1 metal_tread 1 broken_weapon 1																						
worker_pistol_1		rod_parts 1 coarse_parts 1 spring 1																						
army_pistol_1		plastic 1 weapon_parts 1 spring 1																						
army_pistol_2		plastic 2 weapon_parts 1																						
army_pistol_3		plastic 2 weapon_parts 1 metal_tread 1																						
army_pistol_4		ceramite_plates 2 weapon_parts 1 metal_tread 1																						
pmc_pistol_1		plastic 1 weapon_parts 1 spring 1																						
pmc_pistol_2		plastic 2 weapon_parts 1																						
pmc_pistol_3		plastic 2 weapon_parts 1 metal_tread 1 spring 1																						
military_pistol_1		plastic 1 weapon_parts 1 spring 1																						
military_pistol_2		rubber 2 weapon_parts 1 metal_tread 1																						
military_pistol_3		rubber 2 weapon_parts 1 metal_tread 1 blunt_parts 1																						
rwa_military_pistol_1		ceramite_plates 2 armor_plates 1 weapon_parts 1 circuit_board 1																						
trucker_pistol_1		plastic 2 weapon_parts 1 blunt_parts 1																						
trucker_pistol_2		rubber 2 weapon_parts 1 blunt_parts 1																						
trucker_pistol_3		rubber 2 weapon_parts 1 spring 1 blunt_parts 1																						
chu_trucker_pistol_1		ceramite_plates 2 weapon_parts 1 blunt_parts 1																						
chu_trucker_pistol_2		ceramite_plates 2 weapon_parts 1 spring 1																						
rail_pistol_1		plastic 1 weapon_parts 1 circuit_board 1 capacitor_parts 1 metal_tread 1																						
rail_pistol_2		rubber 1 weapon_parts 1 circuit_board 1 capacitor_parts 1 metal_tread 1																						
rail_pistol_3		rubber 1 weapon_parts 1 microelectronics_parts 1 capacitor_parts 1 metal_tread 1																						
laser_pistol_1		plastic 1 microelectronics_parts 1 circuit_board 1 bulb 1 wire 1																						
laser_pistol_2		plastic 1 microelectronics_parts 1 circuit_board 1 bulb 1 wire 1																						
laser_smg_1		plastic 1 circuit_board 1 microelectronics_parts 1 bulb 1 wire 1																						
common_pistol_1		plastic 1 weapon_parts 1 spring 1																						
common_pistol_2		plastic 1 weapon_parts 1 spring 1																						
common_pistol_3		plastic 2 weapon_parts 1																						
civ_pistol_1		plastic 2 weapon_parts 1 blunt_parts 1																						
civ_pistol_2		plastic 2 weapon_parts 1																						
