#units_crtutorial2						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
3	1 2	venus_taskmaster 1	venus_taskmaster 0.25 venus_custodian 0.75		20	60
3	2 2	venus_demon_warrior 1	venus_demon_warrior 1		10	75
#end						
						
#units_ManifestoElites						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
6	3 4	elite_sbn 1	heavypmc 0.5 pmc 0.5		60	45
6	3 4	elite_sbn 1	agent 0.8 medic 0.2		60	45
6	3 4	elite_sbn 1	elite_sbn 0.5 pmc 0.5 sniper 0.25		60	45
#end						
						
#units_ManifestoPmc						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
6	3 4	soldier 1	soldier 1		60	45
6	3 4	security 1	security 0.5 soldier 0.5		60	45
6	3 4	combatmedic 1	soldier 1		60	45
6	3 4	security 1	combatmedic 0.25 soldier 0.75		60	45
#end						
						
#units_ManifestoDefence						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
6	4 4	security 1	recreationrobot 0.5 elite_sbn 0.25 heavypmc 0.25		60	45
6	3 4	agent 1	manager 0.25 pmc 0.25 heavypmc 0.25		60	45
6	3 4	elite_sbn 1	heavypmc 0.6 agent 0.25 medic 0.15		60	45
#end						
						
#units_GhoulshipRegular						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
4	2 3	swat 1	workerrobot 0.25 swat 0.75		60	45
4	2 3	soldier 1	miner 0.25 swat 0.25 pyromancer 0.5		60	45
4	3 3		worker 1		60	45
4	2 3	soldier 1	swat 1		60	45
4	2 3		soldier 1		60	45
4	2 3		soldier 0.25 workerrobot 0.25 swat 0.5		60	45
4	3 3	pyromancer 1	pyromancer 0.25 manager 0.25 swat 0.5		60	45
4	2 3		swat 0.25 soldier 0.25 worker 0.5		60	45
4	3 3	elite_cor 1	soldier 0.75 workerrobot 0.25		60	45
4	2 3	soldier 1	medic 0.25 manager 0.25 swat 0.5		60	45
#end						
						
#units_GhoulShipPirates						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
4	2 3	bruiser 0.5 combatmedic 0.5	combatmedic 0.25 berserk 0.25		60	45
4	1 3	bruiser 1	berserk 1		60	45
4	2 3	soldier 1	enforcer_pirates 0.3 berserk 0.4 combatmedic 0.3		60	45
4	3 3	enforcer_pirates 1	enforcer_pirates 0.75 combatmedic 0.25 psycho 0.25		60	45
4	2 3	combatmedic 0.75 elite_pirates 0.3	security 0.5 berserk 0.25 psycho 0.25		60	45
#end						
						
#units_GhoulShipDilthey						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
5	2 3	security 1	combatmedic 0.25 security 0.55		60	45
5	2 3	elite_dil 1	enforcer 0.5 recreationrobot 0.2 combatmedic 0.3		60	45
5	2 3	security 1	security 0.3 warrobot 0.1 agent 0.6		70	45
#end						
						
#units_PoisonTrial						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	venus_jaguar_knight 1	venus_jaguar_knight 1		60	45
	2 3	venus_taskmaster 1	venus_taskmaster 0.25 venus_custodian 0.75		60	45
	2 3	venus_custodian 0.5 venus_eagle_knight 0.5	venus_jaguar_knight 1		60	45
	2 2	venus_eagle_knight 1	bigpossessed_centaur 1		60	45
	2 3	venus_acolyte 1	bigpossessed_centaur 0.5 venus_acolyte 0.5 venus_slave 0.25		60	45
	2 3	bigpossessed_centaur 1	bigpossessed_blob 1		60	45
#end						
						
#units_CoverOps						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	elite_anc 1	elite_anc 1		60	45
	2 3	elite_anc 1	agent 0.5 workerrobot 0.5		60	45
	2 3	elite_anc 1	workerrobot 1 turretbalistic 1		60	45
	2 2	soldier 1	agent 1		60	45
	2 3	soldier 1	soldier 1		60	45
	1 3	elite_anc 1	professor 0.65 elite_anc 0.25 medic 0.25		60	45
	2 3	soldier 1	swat 1		60	45
	3 4	elite_anc 1	elite_anc 0.75 swat 0.25		60	45
	2 3	professor 1	agent 0.25 turretbalistic 0.25 soldier 0.5		60	45
	2 3	soldier 1	workerrobot 0.5 soldier 0.75		60	45
#end						
						
#units_MenInBlack1						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	drone_civ 1	worker_civ 1 drone_civ 1	CResistance	30	120
	2 4	medic_civ 1	worker_civ 1	CResistance	30	120
	3 3	drone_civ 1	bruiser_civ 1 miner_civ 1	CResistance	30	120
	2 4	security_civ 1	bruiser_civ 1	CResistance	20	120
	2 4		drone_civ 1	CResistance	40	100
	2 4		worker_civ 1 medic_civ 0.3	CResistance	40	100
	2 3		bruiser_civ 1	CResistance	40	90
#end						
						
#units_MenInBlack2						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 2		turretbalistic 1	CResistance	60	90
	1 2	warrobot 1	turretbalistic 1	CResistance	30	90
	3 3	warrobot 1	workerrobot 1	CResistance	30	90
	2 2	workerrobot 1	warrobot 1	CResistance	30	90
	4 5		workerrobot 1	CResistance	40	90
	3 3		workerrobot 1 turretbalistic 1	CResistance	30	90
#end						
						
#units_MenInBlack3						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	enforcer_civ 1	soldier_civ 1	CResistance	30	100
	3 3	elite_civ_colnode 1	soldier_civ 1	CResistance	30	120
	2 2	elite_civ 1	enforcer_civ 1	CResistance	30	120
	3 4	elite_civ 1	agent_civ 1 soldier_civ 0.5	CResistance	30	160
	2 3		elite_civ 1	CResistance	45	120
#end						
						
#units_FromSparkToFlame1						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	elite_anc 1	elite_anc 1	AnCom	60	90
	4 4	elite_anc 1	swat 1 sniper 1 heavypmc 2	AnCom	60	90
	3 3	swat 1	sniper 1 assassin 2	AnCom	60	90
	4 4	sniper 1	swat 2 heavypmc 2	AnCom	60	90
	2 2	elite_anc 1	turretbalistic 1	AnCom	60	90
#end						
						
#units_FromSparkToFlame2						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	elite_anc 1	swat 1	AnCom	60	90
	2 3	elite_anc 1	swat 1 sniper 1 heavypmc 2	AnCom	60	90
	3 3	swat 1	sniper 1 agent 1	AnCom	60	90
	3 3	sniper 1	agent 1 heavypmc 2	AnCom	60	90
#end						
						
#units_IronBroom_UB						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	bruiser 0.5 combatmedic 0.5	combatmedic 0.25 berserk 0.25	UnchainedBelt	30	100
	1 3	bruiser 1	berserk 1	UnchainedBelt	30	100
	2 3	soldier 1	enforcer_pirates 0.3 berserk 0.4 combatmedic 0.3	UnchainedBelt	30	120
	3 3	enforcer_pirates 1	enforcer_pirates 0.75 combatmedic 0.25 psycho 0.25	UnchainedBelt	30	140
	2 3	combatmedic 0.75 elite_pirates 0.3	security 0.5 berserk 0.25 psycho 0.25	UnchainedBelt	30	100
#end						
						
#units_IronBroom_CR						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 4	combatmedic_civ 0.7 bruiser_civ 0.3	bruiser_civ 0.5 soldier_civ 0.5	CResistance	30	100
	2 3	enforcer_civ 1	soldier_civ 0.7 security_civ 0.3	CResistance	30	100
	3 3	elite_civ_colnode 1	soldier_civ 0.7 security_civ 0.3	CResistance	30	120
	2 2	elite_civ 1	enforcer_civ 1	CResistance	30	120
	3 4	elite_civ 1	agent_civ 1 soldier_civ 0.5	CResistance	30	160
#end						
						
#units_IcePick_CR1						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	1 2		turretenergy 1	GodBuilders	30	100
	1 3		turretenergy 0.3 security_civ 0.7	GodBuilders	30	100
	2 4		bruiser_civ 0.4 soldier_civ 0.4 combatmedic_civ 0.2	GodBuilders	30	100
	2 3	enforcer_civ 1	soldier_civ 0.7 security_civ 0.3	GodBuilders	30	100
	3 3	elite_civ_colnode 1	soldier_civ 0.7 security_civ 0.3	GodBuilders	30	120
	2 2	elite_civ 1	enforcer_civ 1	GodBuilders	30	120
	3 4	elite_civ 1	agent_civ 1 soldier_civ 0.5	GodBuilders	30	160
#end						
						
#units_IcePick_CR2						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 2		warrobot 0.7 worker_civ 0.3	GodBuilders	30	120
	2 2	enforcer_civ 1	warrobot 1	GodBuilders	30	100
	2 3	security_civ 1	workerrobot 1	GodBuilders	30	100
	2 2	warrobot 1	warrobot 1	GodBuilders	30	100
	4 5		workerrobot 0.8 worker_civ 0.2	GodBuilders	40	140
#end						
						
#units_IcePick_CR3						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	3 5	combatmedic_civ 0.7 bruiser_civ 0.3	quest_GodBuilders_clones 1	GodBuilders	40	120
	2 3	enforcer_civ 1	quest_GodBuilders_clones 0.7 soldier_civ 0.2 combatmedic_civ 0.1	GodBuilders	30	120
	3 3	elite_civ 1	quest_GodBuilders_clones 0.7 soldier_civ 0.15 security_civ 0.15	GodBuilders	30	120
	2 2	agent_civ 1	quest_GodBuilders_clones 0.7 soldier_civ 0.1 bruiser_civ 0.2	GodBuilders	30	120
	3 5		quest_GodBuilders_clones 1	GodBuilders	40	120
#end						
						
#units_IcePick_CR4						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 2		elite_civ_colnode 1	GodBuilders	50	100
	2 4		elite_civ_colnode 3 turretbalistic 2	GodBuilders	40	100
	2 4	elite_civ_colnode 1	agent_civ 1 soldier_civ 3 combatmedic_civ 1 elite_civ_colnode 1	GodBuilders	40	100
	2 3	enforcer_civ 1	soldier_civ 3 combatmedic_civ 1	GodBuilders	30	100
	2 3	combatmedic_civ 1	bruiser_civ 3 soldier_civ 1	GodBuilders	30	100
	2 3	agent_civ 1	soldier_civ 2 security_civ 1	GodBuilders	30	100
#end						
						
#units_Beacon1						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 4	combatmedic_civ 0.7 bruiser_civ 0.3	bruiser_civ 0.5 soldier_civ 0.5	CResistance	30	100
	2 3	enforcer_civ 1	soldier_civ 0.7 security_civ 0.3	CResistance	30	100
	3 3	elite_civ_colnode 1	soldier_civ 0.7 security_civ 0.3	CResistance	30	100
	2 2	elite_civ 1	enforcer_civ 1	CResistance	30	100
	3 4	elite_civ 1	agent_civ 1 soldier_civ 0.5	CResistance	30	100
#end						
						
#units_Beacon2						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	enforcer_civ 1	worker_civ 1 drone_civ 1		30	100
	2 4	combatmedic_civ 1	worker_civ 1		30	100
	3 3	elite_civ 1	bruiser_civ 1 miner_civ 1		30	100
	2 4	elite_civ_colnode 1	bruiser_civ 0.8 combatmedic_civ 0.2		30	100
	1 3	agent_civ 1	soldier_civ 0.7 security_civ 0.3		30	100
	2 4		drone_civ 1		30	100
	2 4		worker_civ 0.8 combatmedic_civ 0.2		30	100
	2 3		bruiser_civ 1		30	100
#end						
						
#units_Beacon3						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	elite_civ_colnode 1	elite_civ_colnode 1		50	100
	2 4		elite_civ_colnode 3 turretbalistic 2		40	100
	2 4		elite_civ_colnode 3 turretfire 1 agent_civ 1		40	100
	2 4	elite_civ_colnode 1	agent_civ 1 soldier_civ 3 combatmedic_civ 1		40	100
	2 3	enforcer_civ 1	soldier_civ 3 combatmedic_civ 1		30	100
	2 3	combatmedic_civ 1	bruiser_civ 3 soldier_civ 1		30	100
	2 3	agent_civ 1	soldier_civ 2 security_civ 1		30	100
#end						
						
#units_Beacon4						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
	2 3	quest_CivilUnity_issachar_copy 1	quest_CivilUnity_issachar_copy 1		20	100
	2 4		quest_CivilUnity_issachar_copy 1		30	100
#end						
						
#units_SacredFlame1						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
10	2 3	warden 1	warden 0.5 soldier 0.5	RealWare	60	45
10	2 3	combatmedic 1	warden 1	RealWare	60	45
10	2 3	grenadier 1	warden 0.5 soldier 0.5	RealWare	60	45
10	2 3	warrobot 1	soldier 1	RealWare	40	60
10	2 3	combatmedic 1	warden 0.5 soldier 0.5	RealWare	40	60
10	2 2	elite_rwa 1	soldier 1	RealWare	40	60
10	2 3	grenadier 1	soldier 1	RealWare	30	90
10	2 2	elite_rwa 1	warden 1	RealWare	30	90
#end						
						
#units_SacredFlame2						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
10	2 3		soldier 3 grenadier 1	RealWare	50	45
10	2 3	combatmedic 1	warden 1	RealWare	50	45
10	2 3	grenadier 1	quest_rwa_supersoldier 1	RealWare	60	60
10	2 3	combatmedic 1	quest_rwa_supersoldier 1	RealWare	40	60
10	2 3		quest_rwa_supersoldier 1	RealWare	40	60
10	2 2		combatmedic 1 quest_rwa_supersoldier 4	RealWare	40	60
10	2 3	elite_rwa 1	quest_rwa_supersoldier 1	RealWare	30	90
10	2 2	quest_rwa_supersoldier 1	quest_rwa_supersoldier 1	RealWare	30	90
#end						
						
#units_SacredFlame3						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
10	2 3	warden 1	warden 0.5 soldier 0.5	RealWare	60	45
10	2 3	combatmedic 1	warden 1	RealWare	60	45
10	2 3	grenadier 1	warden 0.5 soldier 0.5	RealWare	50	45
10	2 3	soldier 1	soldier 1 grenadier 0.2	RealWare	40	60
10	2 3	combatmedic 1	quest_rwa_supersoldier 1	RealWare	40	60
10	2 2	elite_rwa 1	quest_rwa_supersoldier 1	RealWare	30	90
10	2 3	quest_rwa_supersoldier 1	quest_rwa_supersoldier 1	RealWare	30	90
10	2 2	elite_rwa 1	warden 1	RealWare	30	90
#end						
						
#units_SpaceStation						
TechLevel	UnitSize	LeaderSpawn	MobClasses	AllowedFactions	Weight	Points
1	1 1		agent 1	AnCom	10	40
1	2 2	agent 1	swat 1 corporation_dog 1	AnCom	10	63
2	2 2		sniper 1 corporation_dog 1	AnCom	8	40
2	1 1	professor 1	turretbalistic 1	AnCom	15	90
2	3 3	medic 1	swat 3	AnCom	30	70
3	1 1	agent 1	heavypmc 1	AnCom	21	90
3	4 4	agent 1	swat 4	AnCom	21	75
4	2 2		assassin 1 corporation_dog 1	AnCom	16	65
4	1 1	sniper 1	sniper 1	AnCom	32	140
4	4 4	medic 1	swat 2 heavypmc 1 corporation_dog 1	AnCom	64	68
4	4 4	sniper 1	agent 1 swat 3	AnCom	32	107
5	3 3	assassin 1	agent 1 corporation_dog 2	AnCom	55	140
5	2 2	professor 1	turretbalistic 2	AnCom	55	90
5	3 3	medic 1	agent 2 assassin 1	AnCom	110	102
6	1 1		elite_anc 1	AnCom	43	200
6	3 3	medic 1	swat 1 sniper 1 heavypmc 1	AnCom	170	87
6	4 4	assassin 1	agent 2 sniper 1 heavypmc 1	AnCom	85	170
7	1 1	assassin 1	sniper 1	AnCom	120	190
7	3 3	swat 1	sniper 1 assassin 2	AnCom	120	139
7	4 4	sniper 1	swat 2 heavypmc 2	AnCom	120	113
8	3 3	medic 1	swat 1 heavypmc 1 assassin 1	AnCom	400	104
8	4 4	elite_anc 1	agent 1 swat 1 heavypmc 2	AnCom	200	244
9	2 2	elite_anc 1	assassin 2	AnCom	400	320
10	3 3	assassin 1	sniper 2 heavypmc 1	AnCom	600	184
10	4 4	elite_anc 1	swat 1 sniper 1 heavypmc 2	AnCom	1200	252
1	2 4	civilian 1	civilian 1	AnCom	7	60
1	2 3	manager 1	civilian 1	AnCom	7	63
1	1 4	manager 1	manager 1	AnCom	9	88
1	2 4	manager 1	manager 2	AnCom	7	100
1	1 2	manager 1	agent 1	AnCom	7	85
2	2 4	manager 1	civilian 1	AnCom	11	70
2	2 3	agent 1	civilian 1	AnCom	11	78
2	2 3	manager 1	manager 1	AnCom	11	88
2	1 1	medic 1	manager 1	AnCom	11	60
2	1 1	manager 1	agent 1	AnCom	11	65
2	1 2	manager 1	manager 1	AnCom	11	63
3	1 1		professor 2	AnCom	15	30
3	1 4	medic 1	civilian 1	AnCom	15	73
3	1 3	civilian 1	civilian 1	AnCom	15	45
3	2 4	professor 1	manager 1	AnCom	15	105
3	2 4	agent 1	manager 3	AnCom	15	115
3	3 4	agent 1	agent 1 manager 2	AnCom	18	145
4	2 3	manager 1	agent 1 corporation_dog 2	AnCom	23	75
4	3 4	professor 1	manager 1 medic 2	AnCom	23	141
4	3 3	manager 1	manager 1 medic 1 professor 1	AnCom	23	115
4	4 5	agent 1	agent 2 civilian 1 manager 1	AnCom	23	175
5	1 1		civilian 1	AnCom	20	15
5	2 4	manager 1	agent 1 manager 1 professor 1	AnCom	39	120
5	3 5	agent 1	manager 5	AnCom	39	140
6	4 5	agent 1	manager 1 medic 1 professor 2	AnCom	60	175
1	1 1		recruit 1	RealWare	10	35
1	1 1	warden 1	recruit 1	RealWare	10	75
2	1 1		soldier 1	RealWare	8	50
2	1 1	warden 1	turretbalistic 1	RealWare	15	100
2	3 3	combatmedic 1	warden 1 recruit 2	RealWare	30	87
3	1 1	warden 1	warrobot 1	RealWare	21	110
3	4 4	warden 1	warden 2 recruit 2	RealWare	21	78
4	1 1		grenadier 1	RealWare	16	120
4	1 1	warrobot 1	warrobot 1	RealWare	32	140
4	3 3	combatmedic 1	recruit 2 soldier 1	RealWare	64	90
4	5 5	warrobot 1	warden 1 recruit 3 warrobot 1	RealWare	32	113
5	1 1	grenadier 1	warden 1	RealWare	55	160
5	2 2	warden 1	turretbalistic 2	RealWare	55	100
5	3 3	combatmedic 1	warden 2 grenadier 1	RealWare	110	117
6	1 1		elite_rwa 1	RealWare	43	200
6	3 3	combatmedic 1	warden 1 warrobot 1 soldier 1	RealWare	170	104
6	5 5	grenadier 1	recruit 3 warrobot 1 soldier 1	RealWare	85	165
7	1 1	grenadier 1	warrobot 1	RealWare	120	190
7	3 3	recruit 1	soldier 1 grenadier 2	RealWare	120	132
7	5 5	warrobot 1	recruit 2 warrobot 1 soldier 2	RealWare	120	118
8	3 3	combatmedic 1	warden 1 soldier 1 grenadier 1	RealWare	400	120
8	4 4	elite_rwa 1	warden 1 recruit 1 soldier 2	RealWare	200	244
9	2 2	elite_rwa 1	grenadier 2	RealWare	400	320
10	3 3	grenadier 1	warrobot 2 soldier 1	RealWare	600	184
10	5 5	elite_rwa 1	recruit 1 warrobot 1 soldier 3	RealWare	1200	251
1	2 4	civilian 1	civilian 1	RealWare	7	60
1	2 3	manager 1	civilian 1	RealWare	7	63
1	1 4	manager 1	manager 1	RealWare	9	88
1	2 4	manager 1	manager 2	RealWare	7	100
1	1 2	manager 1	warden 1	RealWare	7	85
2	2 4	manager 1	civilian 1	RealWare	11	70
2	2 3	warden 1	civilian 1	RealWare	11	78
2	2 3	manager 1	manager 1	RealWare	11	88
2	1 1	combatmedic 1	manager 1	RealWare	11	75
2	1 1	soldier 1	warden 1	RealWare	11	90
2	1 2	manager 1	manager 1	RealWare	11	63
3	1 1		warden 2	RealWare	15	40
3	1 4	combatmedic 1	civilian 1	RealWare	15	88
3	1 3	civilian 1	civilian 1	RealWare	15	45
3	2 4	warden 1	manager 1	RealWare	15	115
3	2 4	warden 1	manager 3	RealWare	15	115
3	3 4	warden 1	warden 1 manager 2	RealWare	18	145
4	2 3	manager 1	warden 1 soldier 2	RealWare	23	142
4	3 4	warden 1	manager 1 combatmedic 2	RealWare	23	186
4	3 3	soldier 1	warden 1 manager 1 combatmedic 1	RealWare	23	165
4	4 5	warden 1	warden 2 civilian 1 manager 1	RealWare	23	175
5	1 1		civilian 1	RealWare	20	15
5	2 4	soldier 1	warden 2 manager 1	RealWare	39	155
5	3 5	warden 1	soldier 1 manager 4	RealWare	39	160
6	4 5	warden 1	warden 2 soldier 1 combatmedic 1	RealWare	60	243
1	2 2		agent 1 corporation_dog 1	SBN	10	25
1	1 1	agent 1	pmc 1	SBN	10	80
2	1 1		recreationrobot 1	SBN	8	50
2	1 1	professor 1	turretenergy 1	SBN	15	100
2	5 5	medic 1	pmc 3 corporation_dog 2	SBN	30	63
3	1 1	agent 1	heavypmc 1	SBN	21	100
3	6 6	agent 1	pmc 4 corporation_dog 2	SBN	21	70
4	1 1		bountyhunter 1	SBN	16	120
4	1 1	recreationrobot 1	recreationrobot 1	SBN	32	100
4	5 5	medic 1	pmc 2 heavypmc 1 corporation_dog 2	SBN	64	67
4	6 6	recreationrobot 1	agent 1 pmc 3 corporation_dog 2	SBN	32	80
5	1 1	bountyhunter 1	agent 1	SBN	55	160
5	2 2	professor 1	turretenergy 2	SBN	55	100
5	3 3	medic 1	agent 2 bountyhunter 1	SBN	110	102
6	1 1		elite_sbn 1	SBN	43	160
6	4 4	medic 1	pmc 1 recreationrobot 1 heavypmc 1 corporation_dog 1	SBN	170	75
6	4 4	bountyhunter 1	agent 2 recreationrobot 1 heavypmc 1	SBN	85	168
7	1 1	bountyhunter 1	recreationrobot 1	SBN	120	170
7	3 3	pmc 1	recreationrobot 1 bountyhunter 2	SBN	120	137
7	5 5	recreationrobot 1	pmc 2 heavypmc 2 corporation_dog 1	SBN	120	92
8	3 3	medic 1	pmc 1 heavypmc 1 bountyhunter 1	SBN	400	109
8	4 4	elite_sbn 1	agent 1 pmc 1 heavypmc 2	SBN	200	210
9	2 2	elite_sbn 1	bountyhunter 2	SBN	400	280
10	3 3	bountyhunter 1	recreationrobot 2 heavypmc 1	SBN	600	174
10	4 4	elite_sbn 1	pmc 1 recreationrobot 1 heavypmc 2	SBN	1200	213
1	2 4	civilian 1	civilian 1	SBN	7	60
1	2 3	manager 1	civilian 1	SBN	7	63
1	1 4	manager 1	manager 1	SBN	9	88
1	2 4	manager 1	manager 2	SBN	7	100
1	1 2	manager 1	agent 1	SBN	7	85
2	2 4	manager 1	civilian 1	SBN	11	70
2	2 3	agent 1	civilian 1	SBN	11	78
2	2 3	manager 1	manager 1	SBN	11	88
2	1 1	medic 1	manager 1	SBN	11	60
2	1 1	recreationrobot 1	agent 1	SBN	11	90
2	1 2	manager 1	manager 1	SBN	11	63
3	1 1		professor 2	SBN	15	30
3	1 4	medic 1	civilian 1	SBN	15	73
3	1 3	civilian 1	civilian 1	SBN	15	45
3	2 4	professor 1	manager 1	SBN	15	105
3	2 4	agent 1	manager 3	SBN	15	115
3	3 4	agent 1	agent 1 manager 2	SBN	18	145
4	2 3	manager 1	agent 1 corporation_dog 2	SBN	23	75
4	3 4	professor 1	manager 1 medic 2	SBN	23	141
4	3 3	recreationrobot 1	manager 1 medic 1 professor 1	SBN	23	140
4	4 5	agent 1	agent 2 civilian 1 manager 1	SBN	23	175
5	1 1		civilian 1	SBN	20	15
5	2 4	recreationrobot 1	agent 1 manager 1 professor 1	SBN	39	145
5	3 5	agent 1	recreationrobot 1 manager 4	SBN	39	160
6	4 5	agent 1	recreationrobot 1 medic 1 professor 2	SBN	60	204
1	1 1		security 1	Dilthey	10	40
1	1 1	workerrobot 1	workerrobot 1	Dilthey	10	70
2	1 1		warrobot 1	Dilthey	8	70
2	1 1	scientist 1	turretenergy 1	Dilthey	15	100
2	3 3	combatmedic 1	workerrobot 2 security 1	Dilthey	30	77
3	1 1	workerrobot 1	recreationrobot 1	Dilthey	21	85
3	5 5	workerrobot 1	workerrobot 2 security 2 securitydrone 1	Dilthey	21	74
4	2 2		advancedbot 1 securitydrone 1	Dilthey	16	98
4	1 1	recreationrobot 1	recreationrobot 1	Dilthey	32	100
4	4 4	combatmedic 1	workerrobot 1 security 1 warrobot 1 securitydrone 1	Dilthey	64	88
4	5 5	recreationrobot 1	workerrobot 2 security 2 securitydrone 1	Dilthey	32	89
5	1 1	advancedbot 1	security 1	Dilthey	55	190
5	3 3	scientist 1	turretenergy 2 securitydrone 1	Dilthey	55	92
5	4 4	combatmedic 1	workerrobot 2 advancedbot 1 securitydrone 1	Dilthey	110	107
6	1 1		elite_dil 1	Dilthey	43	160
6	4 4	combatmedic 1	workerrobot 1 recreationrobot 1 warrobot 1 securitydrone 1	Dilthey	170	90
6	5 5	advancedbot 1	workerrobot 2 warrobot 2 securitydrone 1	Dilthey	85	201
7	1 1	advancedbot 1	recreationrobot 1	Dilthey	120	200
7	5 5	security 1	recreationrobot 1 advancedbot 2 securitydrone 2	Dilthey	120	128
7	4 4	recreationrobot 1	workerrobot 1 security 1 warrobot 2	Dilthey	120	104
8	4 4	combatmedic 1	security 1 warrobot 1 advancedbot 1 securitydrone 1	Dilthey	400	117
8	5 5	elite_dil 1	workerrobot 1 security 1 recreationrobot 1 warrobot 1 securitydrone 1	Dilthey	200	208
9	2 2	elite_dil 1	advancedbot 2	Dilthey	400	310
10	3 3	advancedbot 1	recreationrobot 2 warrobot 1	Dilthey	600	207
10	4 4	elite_dil 1	security 1 recreationrobot 1 warrobot 2	Dilthey	1200	218
1	2 4	civilian 1	civilian 1	Dilthey	7	60
1	2 3	manager 1	civilian 1	Dilthey	7	63
1	1 4	manager 1	manager 1	Dilthey	9	88
1	2 4	manager 1	manager 2	Dilthey	7	100
1	1 2	manager 1	workerrobot 1	Dilthey	7	78
2	2 4	manager 1	civilian 1	Dilthey	11	70
2	2 3	workerrobot 1	civilian 1	Dilthey	11	73
2	2 3	manager 1	manager 1	Dilthey	11	88
