#meleeweapons																														
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	WeaponClass	WeaponSubClass	IsImplicit	RequiredAmmo	OverrideAmmo	DefaultAmmoId	Damage	Firemodes	BonusAccuracy	MagazineCapacity	ReloadDuration	DurabilityLossOnThrow	ThrowRange	MeleeCanAmputate	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairItemIds	GetMeleeDamageFromCreature	Traits			
moon_maul_1		Moon	1	600	4.0	2	Weapon	Club	Default	FALSE		none implicted_club_back	implicted_club	78 86 crit 1.60	strong_smash double_smash	0.4	0	1	15	3	FALSE	150	0	FALSE	moon_weapon_parts moon_armor_plates	FALSE	extra_knockback heavy_weapon			
trash_club_1		Prison Possessed UnchainedBelt	1	100	1.8	2	Weapon	Axe	Default	FALSE			implicted_axe_brutal	43 53 crit 1.80	strong_chop double_chop	0.3	0	1	10	4	TRUE	30	0	FALSE	coarse_parts rod_parts	FALSE	cleave			
common_axe_1		Militia Security RealWare SheduThousand	2	250	1.6	2	Weapon	Axe	Default	FALSE			implicted_heavy_axe	48 54 crit 1.75	strong_chop double_chop	0.35	0	1	10	4	TRUE	50	0	FALSE	pierce_parts blunt_parts	FALSE	cleave piercing_throw			
prison_axe_1		Prison Possessed DaydreamChems	2	250	2.5	2	Weapon	Axe	Default	FALSE		none implicted_axe_brutal	implicted_heavy_axe	52 58 crit 1.75	strong_chop precise_chop	0.4	0	1	0	0	TRUE	55	0	FALSE	pierce_parts blunt_parts	FALSE	cleave unthrowable			
military_axe_1		Military RealWare SheduThousand DaydreamChems Sunlight	4	450	1.8	2	Weapon	Axe	Default	FALSE			implicted_axe_brutal	51 58 crit 1.75	strong_chop double_chop	0.35	0	1	10	4	TRUE	60	0	FALSE	pierce_parts blunt_parts	FALSE	cleave piercing_throw			
military_shovel_1		Militia Miner RealWare CResistance	3	350	2.6	2	Weapon	Axe	Tool	FALSE		none implicted_club_back	implicted_heavy_axe	48 52 crit 1.70	strong_chop strong_smash	0.3	0	1	0	0	TRUE	90	0	FALSE	rusty_plates pierce_parts rod_parts	FALSE	cleave unthrowable			
trash_axe_1		Prison UnchainedBelt ChurchRevelation	1	100	2.2	2	Weapon	Axe	Default	FALSE			implicted_heavy_axe	46 52 crit 1.75	strong_chop double_chop	0.35	0	1	10	4	TRUE	45	0	FALSE	pierce_parts rod_parts	FALSE	cleave piercing_throw			
venus_axe_1		Venus	2	600	2.3	2	Weapon	Axe	Default	FALSE		none implicted_axe_brutal	implicted_heavy_axe	49 57 crit 1.75	strong_chop precise_chop	0.35	0	1	10	4	TRUE	60	0	FALSE	venus_melee_parts venus_weapon_parts	FALSE	cleave piercing_throw critical_throw			
venus_poleaxe_1		Venus Tezctlan	5	1050	3.4	2	Weapon	Axe	Default	FALSE		none implicted_axe_brutal	implicted_heavy_axe	60 64 crit 1.75	strong_chop precise_chop	0.4	0	1	0	0	TRUE	80	0	FALSE	venus_melee_parts venus_weapon_parts	FALSE	cleave unthrowable			
moon_axe_1		Moon	1	350	2.0	2	Weapon	Axe	Default	FALSE			implicted_axe_brutal	51 58 crit 1.80	strong_chop precise_chop	0.35	0	1	0	0	TRUE	75	0	FALSE	moon_weapon_parts moon_armor_plates	FALSE	cleave unthrowable			
nature_human_fist		none	100	50	0	2	Weapon	Fist	Default	TRUE			implicted_body_part	8 10 crit 1.50	natural_punch	0.4	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_centaur_fist		none	100	50	0	2	Weapon	Blade	Default	TRUE			implicted_sword	21 23 crit 1.50	natural_claw	0.45	0	1	1	0	TRUE	600	0	TRUE		FALSE				
nature_bigpos_fist		none	100	50	0	2	Weapon	Fist	Default	TRUE			implicted_club	15 25 crit 1.50	natural_punch	0.4	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_possesed_fist		none	100	50	0	2	Weapon	Fist	Default	TRUE			implicted_body_part	13 16 crit 1.50	natural_punch	0.4	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_venusdemoncat_fist		none	100	50	0	2	Weapon	Blade	Default	TRUE			implicted_sword_brutal	13 18 crit 1.50	natural_claw	0.45	0	1	1	0	TRUE	600	0	TRUE		FALSE				
nature_skinless_fist		none	100	50	0	2	Weapon	Fist	Default	TRUE			implicted_body_part	13 16 crit 1.50	natural_punch	0.4	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_aztknight_fist		none	100	50	0	2	Weapon	Knife	Default	TRUE			implicted_combat_knife	15 21 crit 1.50	natural_claw	0.45	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_venusdemonwarrior_fist		none	100	50	0	2	Weapon	Axe	Default	TRUE			implicted_axe_brutal	19 25 crit 1.50	natural_claw	0.45	0	1	1	0	TRUE	600	0	TRUE		FALSE				
nature_spider_fist		none	100	50	0	2	Weapon	Knife	Default	TRUE			implicted_toxicknife	19 31 crit 1.50	natural_claw	0.45	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_cyborg_fist		none	100	50	0	2	Weapon	Club	Default	TRUE			implicted_body_part	11 20 crit 1.50	natural_punch	0.4	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_cyborg_drill		none	100	50	0	2	Weapon	Blade	Default	TRUE	Gas	implicted_drill_long	gas_ammo	22 29 crit 1.60	power_strong_slash	0.3	30	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_cyborgbattle_fist		none	100	50	0	2	Weapon	Club	Default	TRUE			implicted_body_part	10 18 crit 1.50	natural_punch	0.4	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_cyborgrecreation_fist		none	100	50	0	2	Weapon	Club	Default	TRUE			implicted_body_part	11 18 crit 1.50	natural_punch	0.4	0	1	1	0	FALSE	600	0	TRUE		FALSE				
nature_cyborgrecreation_blade		none	100	50	0	2	Weapon	Blade	Default	TRUE		none implicted_combat_knife	implicted_sword_brutal	23 30 crit 1.65	double_slash double_stab	0.35	0	1	1	0	TRUE	600	0	TRUE		FALSE	mutiliating			
nature_human_armstump		none	100	50	0	2	Weapon	Fist	Default	TRUE			implicted_body_part	5 9 crit 1.50	natural_punch	0.3	0	1	1	0	FALSE	600	0	TRUE		TRUE				
*human_hand		Possessed	1	20	4	2	Weapon	Club	Default	FALSE			implicted_club	28 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
*human_leg		Possessed	1	20	5	2	Weapon	Club	Default	FALSE			implicted_club	28 38 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
*cyborg_hand		CyberAug	2	200	4.5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*cyborg_leg		CyberAug	2	200	5.5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 38 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*battleCyborg_hand		CyberAug	5	650	6.5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 38 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*battleCyborg_leg		CyberAug	5	650	7.5	2	Weapon	Unarmed	Default	FALSE			implicted_club	33 40 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*recreationCyborg_hand		CyberAug	3	400	4	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*recreationCyborg_leg		CyberAug	3	400	5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 38 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*possesed_hand		PossessedAug	1	20	4	2	Weapon	Unarmed	Default	FALSE			implicted_club	28 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
*possesed_big_hand		PossessedAug	1	20	5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
*possesed_centaur_hand		PossessedAug	1	20	5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
*cyborg_drill		CyberAug	2	200	4.5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*battleCyborg_machinegun		CyberAug	5	650	7.5	2	Weapon	Unarmed	Default	FALSE			implicted_club	32 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*recreationCyborg_blade		CyberAug	3	400	4	2	Weapon	Unarmed	Default	FALSE			implicted_club	28 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE	weapon_parts	FALSE				
*venuswarrior_hand		QuasiAug	1	20	4	2	Weapon	Unarmed	Default	FALSE			implicted_club	28 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
*venusrange_hand		QuasiAug	1	20	4	2	Weapon	Unarmed	Default	FALSE			implicted_club	28 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
*mercuryrange_hand		none	100	20	4	2	Weapon	Unarmed	Default	FALSE			implicted_club	28 36 crit 1.50	strong_smash	0.2	0	1	1	4	FALSE	60	0	FALSE		FALSE				
#end																														
																														
#rangeweapons																														
Id		Categories	TechLevel	Price	Weight	InventoryWidthSize	ItemClass	WeaponClass	WeaponSubClass	IsImplicit	RequiredAmmo	OverrideAmmo	DefaultAmmoId	DefaultGrenadeId	Damage	BonusScatterAngle	Firemodes	BonusAccuracy	Range	Falloff	MagazineCapacity	MinRandomAmmoCount	ReloadDuration	MaxDurability	MinDurabilityAfterRepair	Unbreakable	RepairItemIds	AllowedGrenadeIds	Traits	OverrideProjectileId
worker_torch_1		none	100	150	1.9	2	Weapon	Pistol	Tool	FALSE	Gas	implicted_flamethrower	gas_ammo		15 26 crit 1.8	0.3	flamethrower_single	0.2	4	0.4	10	5	3	55	0	FALSE	weapon_parts		offhand	
worker_pistol_1		Worker CoreWard PlanetBridge	1	100	1.3	2	Weapon	Pistol	Tool	FALSE	Bolts		nail_bolts_ammo		6 15 crit 1.3	1.5	rifle_single rifle_long_burst	0.1	3	0.4	36	18	3	110	0	FALSE	plastic		offhand	
army_pistol_1		Civilian	1	100	1.8	2	Weapon	Pistol	Firearm	FALSE	Shells		shotgun_shrapnel_ammo		16 23 crit 1.75	0.8	shotgun_single shotgun_semiauto	0.2	4	0.4	6	3	1	50	0	FALSE	plastic weapon_parts		offhand single_load	
army_pistol_2		Security	2	150	2.4	2	Weapon	Pistol	Firearm	FALSE	Shells		shotgun_shrapnel_ammo		18 27 crit 1.75	0.8	shotgun_single shotgun_semiauto	0.15	5	0.4	8	4	1	50	0	FALSE	plastic weapon_parts		offhand single_load	
army_pistol_3		Military ChurchRevelation	4	450	3.1	2	Weapon	Pistol	Firearm	FALSE	Shells		shotgun_shrapnel_ammo		21 43 crit 1.95	0.3	shotgun_single shotgun_semiauto	0.1	5	0.4	8	4	1	65	0	FALSE	plastic weapon_parts		offhand single_load	
army_pistol_4		ChurchRevelation	6	1050	3.2	2	Weapon	Pistol	Firearm	FALSE	Shells		shotgun_shrapnel_ammo		25 51 crit 2	-0.1	shotgun_single shotgun_semiauto	0.15	5	0.4	8	4	1	60	0	FALSE	plastic weapon_parts		offhand single_load	
pmc_pistol_1		Security	2	250	0.6	2	Weapon	Pistol	Firearm	FALSE	Medium		medium_basic_ammo		11 19 crit 1.6	-0.2	pistol_single pistol_semiauto	0.25	4	0.4	6	3	2	65	0	FALSE	plastic weapon_parts		offhand	
pmc_pistol_2		AnCom	1	150	0.5	2	Weapon	Pistol	Firearm	FALSE	Medium		medium_basic_ammo		11 18 crit 1.7	-0.9	pistol_single pistol_semiauto	0.35	5	0.4	6	3	2	60	0	FALSE	plastic weapon_parts		offhand suppressor	
pmc_pistol_3		AnCom	4	750	1.1	2	Weapon	Pistol	Firearm	FALSE	Medium		medium_basic_ammo		13 23 crit 1.5	1	pistol_single pistol_long_burst	0.2	4	0.4	24	12	3	100	0	FALSE	plastic weapon_parts		offhand	
pirates_pistol_1		Militia UnchainedBelt	3	250	0.9	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		10 16 crit 1.5	1.5	pistol_single pistol_long_burst	0.2	4	0.4	22	11	3	90	0	FALSE	plastic weapon_parts		painful_crits suppressor	
pirates_pistol_2		UnchainedBelt	4	450	2.8	2	Weapon	Pistol	Firearm	FALSE	SuperHeavy		heavy_basic_ammo		28 56 crit 1.9	0.8	rifle_single rifle_semiauto	0.1	4	0.4	5	3	3	45	0	FALSE	plastic weapon_parts		offhand piercing unwieldy	
military_pistol_1		Civilian Security	1	150	0.7	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		10 17 crit 1.5	1	pistol_single pistol_long_burst	0.25	4	0.4	14	7	3	75	0	FALSE	plastic weapon_parts		offhand	
military_pistol_2		Security RealWare SheduThousand	3	350	0.7	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		11 20 crit 1.55	0.6	pistol_single pistol_long_burst	0.3	4	0.4	14	7	3	70	0	FALSE	plastic weapon_parts		offhand	
military_pistol_3		Militia Military RealWare SheduThousand	4	450	1.2	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		14 26 crit 1.65	-0.1	pistol_single pistol_long_burst	0.3	5	0.4	18	9	3	80	0	FALSE	plastic weapon_parts		offhand	
rwa_military_pistol_1		RealWare SheduThousand	6	1050	1.2	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		15 29 crit 1.65	-0.1	pistol_single pistol_long_burst	0.3	5	0.4	18	9	3	85	0	FALSE	plastic weapon_parts		offhand	
trucker_pistol_1		Militia Security Grashopper DaydreamChems	2	250	1.2	2	Weapon	Pistol	Firearm	FALSE	Heavy		rifle_basic_ammo		18 31 crit 1.75	0.2	rifle_single rifle_burst	0.25	4	0.4	5	3	1	80	0	FALSE	plastic weapon_parts		offhand single_load	
trucker_pistol_2		Military Grasshopper ChurchRevelation	3	350	1.9	2	Weapon	Pistol	Firearm	FALSE	Heavy		rifle_basic_ammo		22 42 crit 1.75	0.2	rifle_single rifle_burst	0.15	5	0.4	7	4	1	95	0	FALSE	plastic weapon_parts		offhand single_load piercing	
trucker_pistol_3		Specops Grasshopper	6	650	2.1	2	Weapon	Pistol	Firearm	FALSE	Heavy		rifle_basic_ammo		25 48 crit 1.9	-0.5	rifle_single rifle_burst	0.25	6	0.4	6	3	1	90	0	FALSE	plastic weapon_parts		offhand single_load piercing	
chu_trucker_pistol_1		Grasshopper	4	750	1.9	2	Weapon	Pistol	Firearm	FALSE	Heavy		rifle_basic_ammo		20 48 crit 1.95	-0.2	rifle_single rifle_burst	0.2	5	0.4	6	3	1	80	0	FALSE	plastic weapon_parts		offhand piercing	
chu_trucker_pistol_2		ChurchRevelation	5	900	1.5	2	Weapon	Pistol	Firearm	FALSE	Heavy		rifle_basic_ammo		22 39 crit 1.95	-0.9	rifle_single rifle_burst	0.4	5	0.4	7	4	1	95	0	FALSE	plastic weapon_parts		offhand piercing	
rail_pistol_1		PlanetBridge	1	100	1.4	2	Weapon	Pistol	Rail	FALSE			implicted_em_ammo		17 17 crit 1.8	0.7	pistol_single	0.2	6	0.3	6	3	1	60	0	FALSE	plastic capacitor_parts		offhand suppressor	thermal
rail_pistol_2		PlanetBridge	3	350	1.7	2	Weapon	Pistol	Rail	FALSE			implicted_em_ammo		24 24 crit 1.9	-0.2	pistol_single	0.25	6	0.3	7	4	1	60	0	FALSE	plastic capacitor_parts		offhand suppressor piercing	thermal
rail_pistol_3		PlanetBridge	5	550	2.2	2	Weapon	Pistol	Rail	FALSE			implicted_em_ammo		29 29 crit 1.9	-0.2	pistol_single	0.2	6	0.3	8	4	1	70	0	FALSE	plastic capacitor_parts		offhand suppressor piercing	thermal
laser_pistol_1		SBN Sunlight Dlthey	2	250	0.8	2	Weapon	Pistol	Laser	FALSE	BatteryCells	implicted_pulse implicted_pulse	battery_basic_ammo		9 21 crit 1.6	-0.2	pulse_single pulse_semiauto	0.2	4	0.3	10	5	3	60	0	FALSE	microelectronics_parts circuit_board bulb		offhand	
laser_pistol_2		SBN Sunlight Dlthey	4	450	1	2	Weapon	Pistol	Laser	FALSE	BatteryCells	implicted_pulse implicted_pulse	battery_basic_ammo		10 22 crit 1.6	-0.2	pulse_single pulse_semiauto	0.2	4	0.3	14	7	3	75	0	FALSE	microelectronics_parts circuit_board bulb		offhand	
ddr_disraptor_pistol_1		DaydreamChems	6	1050	2	2	Weapon	Pistol	Toxic	FALSE	BatteryCells	implicted_disraptor_charge implicted_disraptor_charge	battery_basic_ammo		23 46 crit 1.8	-0.1	pulse_single pulse_semiauto	0.3	5	0.35	8	4	4	55	0	FALSE	microelectronics_parts circuit_board bulb		offhand	disruptor_small
common_pistol_1		Civilian Militia UnchainedBelt	1	150	0.5	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		10 17 crit 1.6	-0.2	pistol_single pistol_semiauto	0.25	4	0.4	8	4	2	65	0	FALSE	plastic weapon_parts		offhand	
common_pistol_2		Security UnchainedBelt	3	350	0.5	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		11 18 crit 1.7	-0.9	pistol_single pistol_semiauto	0.35	4	0.4	6	3	2	65	0	FALSE	plastic weapon_parts		offhand suppressor	
common_pistol_3		Military	4	450	0.6	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		12 20 crit 1.75	-1.3	pistol_single pistol_semiauto	0.4	4	0.4	6	3	2	60	0	FALSE	plastic weapon_parts		offhand suppressor	
civ_pistol_1		CResistance	2	250	1.1	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		12 22 crit 1.5	1.5	pistol_single pistol_long_burst	0.1	4	0.4	20	10	3	90	0	FALSE	plastic weapon_parts		offhand	
civ_pistol_2		CResistance	1	100	0.7	2	Weapon	Pistol	Firearm	FALSE	Bullets		small_basic_ammo		9 14 crit 1.6	0.3	pistol_single pistol_semiauto	0.2	4	0.4	12	6	2	80	0	FALSE	plastic weapon_parts		offhand	
civ_plasma_pistol_1		CResistance	5	900	2.6	2	Weapon	Pistol	Plasma	FALSE	BatteryCells	implicted_plasma_charge implicted_plasma_charge	battery_basic_ammo		18 45 crit 1.9	0.3	plasma_single plasma_semiauto	0.15	4	0.4	7	4	4	110	0	FALSE	microelectronics_parts capacitor_parts		offhand piercing overheat overclock	plasma
cor_worker_pistol_1		CoreWard	2	250	1.5	2	Weapon	Pistol	Rail	FALSE	Bolts		nail_bolts_ammo		10 19 crit 1.3	1	rifle_single rifle_long_burst	0.1	3	0.4	36	18	3	120	0	FALSE	plastic		offhand	
